,"tBodyAccJerk-arCoeff()-Z,2","tBodyAccJerk-arCoeff()-Z,1","tBodyAccJerk-arCoeff()-X,2",tBodyAccJerk-entropy()-Z,"tBodyAccJerk-arCoeff()-Y,4","tBodyAccJerk-arCoeff()-Y,3","tBodyAccJerk-arCoeff()-Y,1","tBodyAccJerk-arCoeff()-Y,2","tBodyAccJerk-arCoeff()-X,1","tBodyAccJerk-arCoeff()-X,4","tBodyAccJerk-arCoeff()-Z,4","tBodyAccJerk-arCoeff()-Z,3",tBodyAccJerk-mean()-Z
15,-0.058505796,0.35883887,0.12558462,-0.79832704,0.073634863,0.025143376,0.16193691,-0.15345258,0.27269113,0.25565515,0.16727377,0.17255946,-0.026636672
16,-0.043595976,0.2211463,0.18592195,-0.82471931,0.44336005,0.32120519,0.35836226,-0.32145656,0.20843697,0.092522468,0.36296597,-0.075016918,0.010057325
17,0.19448323,0.071740053,0.14295787,-0.85819973,0.45729766,0.34830862,0.23151697,-0.13347019,0.32960071,0.13681025,0.3784393,0.0018542889,0.016625946
18,-0.056543124,0.31623435,0.14668895,-0.81783861,0.3460581,0.38094051,0.16581079,-0.01696169,0.22243176,0.18007061,0.60803045,0.22657637,-0.0051048322
19,-0.14892333,0.34548411,0.12806465,-0.82029437,0.50693909,0.39096725,0.22624994,-0.08989944,0.11503435,0.30940168,0.56486509,0.1647618,-0.0060482131
20,0.13240563,0.22393587,0.033009318,-0.76035327,0.7383265,0.23557214,0.25743175,-0.06408574,0.29231577,0.21385213,0.23614242,0.057648496,-0.0049718288
21,0.18338942,0.33735397,0.11765365,-0.7939587,0.59065141,0.12812815,0.28683742,0.18666186,0.47310922,0.27160517,0.16636868,0.1931481,-0.005894406
22,0.07414412,0.43824647,0.20167112,-0.81385853,0.84921665,0.12765649,0.24515,0.28532616,0.29263203,0.27535081,0.2870291,0.34034763,0.0016020823
23,0.015136761,0.25864843,0.25044285,-0.74895994,0.63930153,0.25396882,0.22096557,0.16820603,0.22207718,0.23658859,0.17227828,0.11902197,-4.8515198e-05
24,0.12173756,0.38240514,0.25629164,-0.73058231,0.55601852,0.10923416,0.16146925,0.24811273,0.16728476,0.34771458,-0.11969913,0.14960096,0.00068788567
25,0.25659891,0.31516805,0.13446174,-0.76089534,0.62326976,0.33628656,0.33799533,0.15066281,0.28151143,0.24659569,0.14431337,0.05775833,0.0069293456
26,0.19724561,0.3766219,0.24644205,-0.80301146,0.54548582,0.52313229,0.44056707,-0.0033165257,0.47546995,0.33888263,0.31697115,0.18155157,0.001436324
27,-0.38947007,-0.13679198,0.22094286,-0.95318134,-0.056015746,0.25579088,-0.1989496,-0.50749274,0.13984431,0.089761526,-0.3681108,-0.21709079,-0.33527233
28,-0.15203585,0.40456157,0.12550077,-0.83300047,-0.19508083,0.073697878,0.085944987,-0.3622232,0.20832809,-0.028805901,0.064044182,0.20843437,0.0030597368
29,-0.024267349,0.29558998,0.0864811,-0.7704034,0.36294314,0.11984167,0.11737535,0.050277191,0.4537816,0.11666415,0.261898,0.13169793,0.020358157
30,0.095366401,-0.60166293,0.27013775,-0.19119468,0.46428771,0.0025153171,-0.30951824,0.18605331,-0.22693323,0.44253135,0.24449235,-0.65670925,0.22870415
31,0.12184818,-0.59774894,0.30177675,-0.094543452,0.4221832,-0.018027448,-0.32912679,0.22096984,-0.24475288,0.22100371,0.085652898,-0.58991008,0.0053317431
32,0.11189279,-0.46601374,0.16851278,-0.59782657,0.18795733,0.039548081,-0.32567435,0.20857346,-0.011667495,-0.29449579,-0.36824489,-0.37254144,-0.25914034
33,0.0011669182,-0.040690532,0.03393303,-0.88567207,0.19301084,0.16134953,-0.019749876,-0.16415868,0.047833618,-0.055087124,0.22873117,-0.2254574,-0.0073366086
34,-0.11888781,0.16391245,0.37019302,-0.88555418,0.34083253,0.20830539,0.24378204,0.24222958,0.32676143,0.22877256,0.41873269,-0.011818866,0.033170611
35,0.183135,0.16770468,0.27109625,-0.8486859,0.20861416,0.4345315,0.42936444,0.055447773,0.23080426,0.33601144,0.34569025,-0.071092449,-0.0072211967
36,0.35153616,0.15822646,0.047356788,-0.8322179,0.376361,0.51767782,0.4465242,0.0061278395,0.42181304,0.011211236,0.26330027,-0.023786403,-0.00060033363
37,0.22211485,0.11636192,0.067697725,-0.8486859,0.45630173,0.24918515,0.20638393,0.077654537,0.24027601,0.042715939,0.15971653,0.013048376,-0.0080907158
38,-0.037222516,0.22714046,0.36990798,-0.70493375,0.045023267,0.14213414,0.038968665,-0.22506625,0.164097,0.22268672,0.088580315,0.077581665,-0.0089599647
39,-0.008035883,0.29745081,0.26170297,-0.74613933,0.059211526,0.10338948,0.23735043,0.042105723,0.14291566,0.0332446,0.32729197,0.20983771,0.0076682065
40,-0.17483708,0.43163323,0.24131347,-0.74121714,0.40535728,-0.013547524,0.084875061,0.3329401,-0.039421292,0.31595952,0.51913076,0.29826791,0.0032024153
41,-0.0011492363,0.33125999,0.34885909,-0.75700147,0.50069516,0.34921368,0.25894422,0.29021907,-0.01555493,0.31607655,0.37886561,0.30907435,0.004014346
42,0.11517809,0.33133425,0.20957712,-0.76534956,0.53811411,0.29596789,0.20738215,0.30582082,0.091668625,0.16573603,0.3779713,0.1823604,-0.0014860567
43,-0.06185524,0.38424653,0.19860356,-0.76870613,0.59611885,0.24154788,0.19683417,0.18507056,0.18900936,0.13631637,0.24459314,0.20991857,-0.0069884353
44,-0.096574425,0.27769088,0.22880772,-0.81385853,0.49040338,0.22001626,0.20260161,0.10946049,0.23274162,0.11341003,0.0074146921,0.27347102,0.012086099
45,-0.061155888,0.23445459,0.24311553,-0.85819973,0.41140965,0.011517831,0.072676512,0.24820936,0.2024732,-0.049328216,0.3103878,0.26114249,-0.0037668634
46,-0.063430113,0.35312674,0.3186566,-0.83064568,0.24818433,0.40449123,0.20506635,0.14668138,0.18416223,-0.0038976727,0.32149615,0.25783747,-0.010291722
47,0.012985808,0.1971767,0.36300936,-0.80680763,0.30388781,0.40620001,0.18432759,0.15371225,0.20606245,0.079637767,0.28092097,0.0032839971,0.012872972
48,0.17498496,-0.03312536,0.20291409,-0.85411573,0.37916558,0.11012869,0.053420561,0.30058645,0.35371245,0.21270999,0.43924638,-0.27532799,0.0013550663
49,0.11942507,0.10816231,0.12925641,-0.87609553,0.26656133,0.30759467,0.17006888,0.2343252,0.34234855,0.24772607,0.14458987,0.037704871,-0.0050818355
50,-0.025992448,0.61840891,0.083654036,-0.81385853,0.51665502,0.55870919,0.39959758,0.12019679,0.36005328,0.043206023,0.23523126,0.52718374,0.0069050846
51,-0.092176186,-0.010499295,0.37021255,-0.54313129,0.32225892,0.013519784,-0.18427433,0.35852958,-0.25032767,0.090794517,-0.21021924,-0.046172202,0.052811325
52,0.1649411,0.16611117,0.11731128,-0.78599311,0.71653632,0.26184649,0.23610973,0.019613715,0.098432802,0.038233147,0.22415611,-0.058063542,-0.016186186
53,-0.056355264,0.2307906,0.24788652,-0.79786929,0.66852309,0.18645802,0.19702405,0.16796539,0.027066317,0.36861095,0.0638869,0.099691735,0.00023418251
54,-0.09451834,0.56096093,0.12492147,-0.88567207,0.2096469,0.31614029,0.37483,0.062844185,0.073220275,0.19464557,0.19663234,0.32058759,-0.0073714967
55,0.19517109,0.26449912,0.078508991,-0.83064568,0.4290574,0.35678425,0.45919893,0.12480425,0.11374099,0.19169824,0.37238085,0.034509841,0.0034761282
56,0.089001259,0.22948024,0.090396116,-0.75079769,0.61192892,0.35318071,0.35405996,0.20244268,0.057820886,0.0070728761,-0.055327553,0.22003319,0.0013993239
57,-0.060558795,0.42672331,0.15429871,-0.82209984,0.38813878,0.45061416,0.28151642,0.010214388,-0.0265731,0.056899608,0.068526722,0.23028815,-0.0012262263
58,-0.097567312,0.34628118,0.15691799,-0.82209984,0.38796825,0.42923002,0.28704408,-0.0058245703,0.079195281,0.26180395,0.15779692,0.093478652,-0.0019587455
59,-0.058316226,0.26640704,0.2104984,-0.80591386,0.65618972,0.22957928,0.31682726,0.1688171,0.064114369,0.28217871,-0.19555758,0.1953997,-0.0019185204
60,-0.039583095,0.43074857,0.32617223,-0.79015164,0.7608206,0.17195237,0.25596083,0.2539039,-0.032269225,0.48388339,0.015283233,0.22915017,-0.0052980182
61,-0.0015495684,0.3931636,0.18519719,-0.7939587,0.46571841,0.24874828,0.2231824,0.2064545,0.045052242,0.47708015,0.1307243,0.19062486,0.0020966176
62,0.072924952,0.33236875,0.043464264,-0.77468554,0.57888528,0.049019432,0.11675862,0.17946798,0.18853161,0.43803066,0.16226693,0.16394942,0.0049166674
63,0.16158795,0.32528509,0.11905893,-0.78522962,0.35807227,0.32054061,0.23418434,-0.021003262,0.23004034,0.36839227,0.23181158,0.21936734,-0.002639534
64,-0.23278676,0.19387351,-0.15572983,-0.3700052,-0.23129159,0.7144777,0.40320688,-0.013086799,0.13561675,-0.41861777,-0.27449747,0.14747574,-0.24078322
65,0.093601545,0.20216013,0.38090077,-0.5982315,-0.090739919,0.30797253,0.1025691,-0.054936179,-0.11409845,0.19182058,-0.14607543,0.11472462,0.040107846
66,0.40855891,-0.56729225,0.24029774,-0.14278803,0.52487077,-0.24417143,-0.47067497,0.022751067,-0.36947082,0.089776037,0.33269651,-0.95549446,0.19503419
67,0.36387515,-0.54587533,0.21814848,-0.097064337,0.49140003,-0.24850851,-0.48678698,0.056245454,-0.35889114,0.036318947,0.27134394,-0.9169945,-0.10382637
68,-0.12269661,-0.25649361,0.15468607,-0.46408378,-0.10705541,0.11827719,-0.51188732,0.27916888,-0.25310342,-0.3558524,-0.21384315,-0.38506626,-0.22303817
69,0.00286287,-0.23991041,0.43727858,1.045365e-05,-0.028418457,0.3231408,-0.10787752,0.044223966,-0.12830808,-0.19951819,-0.26067899,-0.02736644,0.10475315
72,0.042768558,0.10909527,0.27893949,-0.45425783,0.64749924,-0.53399121,-0.33628804,-0.13909917,-0.33327761,-0.09473449,0.6423797,-0.19394361,-0.22123434
73,-0.034376868,0.15564404,0.23781635,-0.64285561,-0.30226853,-0.069830164,-0.26742352,-0.088636745,0.23009544,0.13455163,0.15092973,0.19762398,-0.00032738316
74,-0.054174817,0.23651947,0.33100309,-0.70544689,-0.038707739,0.18216435,0.089581547,-0.0058260515,0.20967179,0.26939226,0.15762326,0.38736871,0.0074256146
75,0.056124257,0.14458565,0.22723254,-0.8613194,0.031496188,0.52209653,0.37587702,-0.084441899,0.17574389,0.31807842,0.22099585,0.074547278,-0.017179454
76,0.048974172,0.37649192,0.13797324,-0.7491888,0.28335533,0.38211433,0.27094128,-0.07747107,0.13417627,0.18305398,0.44435682,0.23532952,0.00059152697
77,0.048476494,0.40470436,0.23545545,-0.74084071,0.54494466,0.21598327,0.19480445,0.07665339,0.12382956,0.13374939,0.47630606,0.26086112,0.0076429677
78,0.1483452,-0.21907886,0.64978376,0.59061887,0.35293063,0.052838987,-0.44067014,0.34776866,-0.62136295,0.069323761,-0.12371828,-0.044109892,-0.11307869
79,0.23968614,-0.2986287,0.45620256,0.51535132,0.37066398,0.010456336,-0.39160819,0.35394216,-0.50795355,-0.054187716,-0.14844537,-0.013087758,-0.45240093
80,0.063646258,-0.10299547,0.30456251,0.5624351,0.43757424,-0.10764818,-0.38663509,0.38115216,-0.34473334,-0.087109032,-0.27997569,0.23508564,0.13907817
81,0.24275475,-0.26733417,0.52672507,0.65323892,0.46538243,0.053152622,-0.35289656,0.20522652,-0.51251799,-0.085401628,-0.15487289,-0.02822036,-0.0050257445
82,0.23765923,-0.29185717,0.62436911,0.57877833,0.44932482,0.079688871,-0.25600839,0.087072352,-0.62054184,-0.095327581,-0.15080214,-0.049578837,0.1726546
83,0.15922568,-0.15278832,0.35317361,0.6037296,0.4144104,0.25304821,-0.15505624,-0.0074378174,-0.48902245,-0.25600913,-0.068493218,-0.013636186,0.36150518
84,0.33019453,-0.29308893,0.48562653,0.53932196,0.28874743,0.17295169,-0.43221892,0.22697675,-0.54821462,-0.29399909,-0.033473286,-0.22256273,-0.36239501
85,0.047515602,-0.025844437,0.63150941,0.55717753,0.69597703,-0.28408791,-0.45884093,0.44883093,-0.58769764,-0.075209933,-0.25541129,0.1940806,-0.42042207
86,0.14067928,-0.32428058,0.071082293,0.41613865,0.38717181,-0.075324418,-0.41271868,0.37745559,-0.32362457,-0.079226997,-0.23726395,0.061217451,-0.30579489
87,0.36646451,-0.29421672,0.14159667,0.47635835,0.34023065,0.068581978,-0.34684152,0.2865124,-0.28509558,-0.028226992,-0.056045647,-0.097122929,-0.31650894
88,0.066204138,0.038875884,0.36303189,0.49915397,0.40571892,-0.074949745,-0.42759141,0.33614312,-0.37880684,0.063636168,-0.11825328,0.18589501,-0.10858857
89,-0.010508735,0.068917299,0.63866352,0.61516284,0.53592508,-0.016453487,-0.32506924,0.23101535,-0.54778622,0.19163635,-0.2319632,0.2872822,-0.12680689
90,0.38048398,-0.33822164,0.65160242,0.66350344,0.6430939,-0.15323388,-0.32356293,0.21560135,-0.60420969,0.21943764,-0.16049472,-0.086145746,0.34066157
91,0.54702727,-0.47766253,0.29907075,0.62730944,0.43448498,0.022084421,-0.32739527,0.22402043,-0.47074031,-0.14229624,-0.080933778,-0.22721138,0.29578635
92,0.14530559,0.018457498,0.043950072,0.62501128,0.28100995,0.24751098,-0.27379718,0.16889924,-0.22833927,-0.20163989,0.054577011,0.15272573,-0.26253378
93,-0.064375168,0.21240701,0.075372491,0.54236473,0.37763997,0.17821043,-0.2663754,0.16139153,-0.21098856,-0.16353091,0.29751331,0.24955834,-0.09482976
94,-0.056989411,0.0025748329,0.33815111,0.46168749,0.47185163,0.19075616,-0.26944181,0.024480417,-0.39605372,-0.099348201,-0.028478777,0.36710469,-0.12301617
95,0.016070451,-0.072427468,0.43167775,0.51481713,0.58979179,0.074680105,-0.24954905,0.037436611,-0.49409218,-0.087557587,0.062291063,0.11083363,-0.16269563
96,0.03059344,-0.12348392,0.16574323,0.52759818,0.35336951,-0.02462151,-0.41142983,0.32265272,-0.29870833,-0.15026342,-0.16512397,0.16145228,0.086308398
97,0.26969844,-0.25516966,0.15250937,0.5679797,0.23514129,0.5114002,-0.093902565,-0.033498865,-0.24919919,-0.081442817,-0.28174411,-0.042344707,0.31833247
98,-0.0038256802,-0.054106094,0.024970876,0.58154722,0.41752494,0.20604039,-0.23386155,0.057988709,-0.20375479,-0.146463,-0.19895981,0.14764341,0.2725886
99,-0.11856354,0.16811857,-0.091949777,0.63421971,0.43352545,0.057467365,-0.30514469,0.19458336,-0.089155981,-0.1464024,-0.049894534,0.2092486,0.63417347
100,0.040569052,0.053938603,0.015597376,0.52424837,0.54740297,0.0093617323,-0.22207973,0.19383211,-0.18713538,-0.097149748,-0.04526481,0.13092987,-0.16707997
101,0.24339246,-0.15330688,0.031054843,0.48356488,0.50759658,0.19036732,-0.10449752,0.13370855,-0.097281917,-0.053033639,-0.096017211,0.057867089,-0.45913331
102,0.23486409,-0.26237259,0.1274674,0.52421846,0.37297986,0.024310556,-0.30782779,0.31208601,-0.2063751,-0.40980608,-0.36474894,0.1276597,-0.35549964
103,0.22112292,-0.3703861,0.46660054,0.62749678,0.38037716,-0.085333025,-0.42797809,0.44086517,-0.47215709,-0.14547246,-0.54461639,0.19656451,0.17062853
104,0.076982268,-0.26074173,0.38945082,0.58941341,0.33968781,0.20421053,-0.2766961,0.19861697,-0.44087889,-0.067283312,-0.44037895,0.27040036,0.47352109
105,0.071659717,-0.095883296,0.39709092,0.52211075,0.50725188,-0.20449219,-0.45686409,0.4476573,-0.4428378,0.065327569,0.038186894,-0.10134212,0.048078345
106,0.34836914,-0.29057785,0.25196156,0.46442799,0.72167858,-0.61024472,-0.66338112,0.80493488,-0.32394049,-0.078071949,-0.075403675,-0.27154692,-0.22861387
107,0.18643569,-0.2065807,0.039015076,0.58995279,0.29602253,0.30944959,-0.24025655,0.088162965,-0.11975438,-0.098960647,-0.15943704,-0.019746938,-0.258532
108,0.047627141,-0.073545406,-0.0093333538,0.54619155,0.29604945,0.30387084,-0.18685059,0.075246625,-0.076407784,0.013902688,-0.022897394,0.20051036,-0.18759248
109,0.019715642,-0.0029478519,0.061817361,0.48805783,0.50325349,-0.12256736,-0.38524384,0.36980975,-0.075321574,0.093776486,0.03657878,0.14306169,0.14898387
110,-0.079218283,-0.017944351,0.097104805,0.50714456,0.54366044,-0.10354364,-0.343594,0.35498592,-0.14477973,-0.029354942,-0.044012601,0.17975469,0.40274558
111,0.070368161,0.069093644,0.24914865,0.58144568,0.36068749,0.39056949,-0.071088994,-0.023550783,-0.32608125,-0.018367154,-0.098654517,0.21713146,-0.25543627
112,-0.30755535,0.32290647,0.1984449,0.50924263,0.37719138,0.22916146,-0.23281553,0.025872634,-0.21029984,0.0094750445,-0.18928087,0.49017139,0.10965546
113,0.064812051,0.041568912,0.3591438,0.44564321,0.66952249,-0.34192989,-0.42401221,0.4450105,-0.34218042,-0.00093850694,-0.22950933,0.12268843,-0.27935763
114,0.025649026,0.0093297243,0.56094291,0.60165046,0.54517475,-0.23898965,-0.49429795,0.42292739,-0.55118787,0.065343898,-0.17426289,0.041526437,0.3014996
115,0.023486832,-0.08527232,0.37634424,0.64753002,0.26107156,0.042951985,-0.5411817,0.39999921,-0.43133747,-0.097097641,-0.31374062,0.18482449,0.50685258
116,0.50206041,-0.48711219,0.40745724,0.52137293,0.4379508,-0.30330915,-0.64544895,0.68608273,-0.46164112,-0.10561087,-0.18100227,-0.24251226,-0.10391814
117,0.42695962,-0.43302808,0.57058272,0.58216791,0.61604424,0.048324847,-0.23273872,0.2042013,-0.51132504,0.054044022,-0.035101812,-0.33992184,-0.19420985
118,0.37916494,-0.39757418,0.30029714,0.55641848,0.65911154,0.33207732,0.020360455,-0.16113798,-0.27183881,0.03549327,-0.028920438,-0.34354436,-0.053501413
119,0.68919271,-0.69111713,0.41450114,0.40257097,0.56456378,0.26995259,-0.065707342,-0.11125,-0.41966327,0.12106593,0.049911381,-0.58111332,-0.028585728
120,0.58315868,-0.65337146,0.28093729,0.41018386,0.40809845,0.10212236,-0.29025286,0.18982013,-0.29594115,0.15292652,0.083279677,-0.56025203,-0.24992068
121,0.36818477,-0.41922537,0.069032621,0.4491521,0.59282318,0.4818474,0.1707802,-0.29816269,-0.14566771,-0.043117438,-0.050968284,-0.41149248,-0.17485241
122,0.38811427,-0.43114001,0.27885505,0.53703588,0.6706635,0.48314211,0.16090352,-0.34627813,-0.32415563,0.033017954,-0.15218627,-0.21927376,0.18705428
123,0.23356954,-0.42717112,0.33250864,0.60327602,0.42587634,0.13412475,-0.36496096,0.18363167,-0.40297926,0.014540443,-0.23337347,-0.0072771539,0.37300732
124,0.029483917,-0.1928045,0.38580252,0.55161531,0.36022508,0.01642075,-0.48609037,0.38796458,-0.40271571,-0.10792566,-0.17675821,0.095888449,0.25323343
125,0.2764813,-0.09435776,0.14064854,0.35502566,0.50545192,-0.25629512,-0.33394215,0.47407124,-0.23863861,-0.15115277,-0.090559593,0.19990426,-0.23250059
126,0.38137385,0.062552648,0.24269698,0.46227673,0.3792114,-0.029859174,-0.22705038,0.31750142,-0.35851586,-0.2233714,0.19661704,-0.03255273,-0.037653854
127,0.36321289,0.092101755,0.36272125,0.5547449,0.24512103,0.11586606,-0.30482556,0.2062733,-0.40169522,-0.23523749,0.17781349,0.03022788,0.086215546
128,0.32384071,0.075517371,0.46044703,0.57979431,0.52318003,-0.35705481,-0.49541596,0.48316931,-0.54821488,-0.26018385,-0.024145777,0.060966958,-0.0045744093
129,0.43378255,-0.027505144,0.22099312,0.57729305,0.70676361,-0.42795022,-0.4230397,0.4905358,-0.38340509,-0.22523822,0.22332593,-0.067708584,-0.035983861
130,0.6153919,-0.25004501,0.32434536,0.60931821,0.57496295,-0.16071863,-0.34490872,0.40975208,-0.40057327,-0.19913256,0.36446004,-0.18348102,-0.037398315
131,0.50490129,-0.053525441,0.62991113,0.62846446,0.3820373,0.21503913,-0.17703593,0.17594256,-0.53389214,0.10041984,0.33685376,0.041757094,0.05761467
132,0.090697993,0.2963951,0.43504976,0.54282119,0.23672223,0.63681086,-0.0057409159,-0.040956806,-0.45247932,0.13351573,0.20274255,0.43677114,-0.0010016119
133,0.11502785,0.43469468,0.49312849,0.55087184,0.22747767,0.55488618,-0.11246467,-0.012372456,-0.56719725,-0.12374986,0.27633449,0.43361247,0.030320037
134,0.024794932,0.27170824,0.061288855,0.63013868,0.7110072,-0.27131136,-0.22434531,0.29732275,-0.068893703,-0.091688698,0.1557608,0.34132929,-0.58961367
135,0.33381005,-0.073813857,0.27588835,0.62676544,0.41421321,0.033831559,-0.18677468,0.24232903,-0.40302138,-0.099366001,0.4742369,-0.037230609,-0.071406854
136,0.20924498,0.13555378,0.17620099,0.6692261,0.099765868,0.37304308,-0.29017915,0.05127507,-0.30298379,-0.1479953,0.45967751,0.19410549,0.5381009
137,0.59022233,-0.23408201,0.0039088851,0.57818162,0.095525999,0.34924781,-0.3803085,0.11996245,-0.13144956,-0.064206132,0.26330558,-0.27321191,0.013159109
138,0.62217267,-0.29696341,0.16794773,0.51289362,0.14863545,-0.3861944,-0.59221199,0.6015878,-0.37434482,-0.097246961,0.32546128,-0.36397181,-0.23081622
139,0.31515245,-0.095135266,0.69693426,0.4932375,0.19138238,-0.2635056,-0.54863738,0.5396153,-0.79616432,-0.20783032,0.23642807,0.065167608,0.14335608
140,0.22304626,0.12174934,0.24106524,0.67992154,0.19264949,0.1056568,-0.15879943,0.21373522,-0.38132035,-0.11379714,0.20556429,0.23512029,0.16923439
141,0.17243868,0.12536355,0.08280918,0.66128175,0.15559415,0.13063859,-0.020262547,0.14414123,-0.32253406,-0.15933169,0.10656637,0.23350006,-0.3050968
142,0.29890265,-0.019334812,0.10523673,0.48602474,0.36897034,0.12825716,-0.23571517,0.23879827,-0.42135381,-0.37935652,0.19727995,0.080182524,-0.21509976
143,0.30481718,0.015247058,0.33903678,0.57696383,0.41965093,0.27724347,-0.070675325,0.079097642,-0.47760026,-0.25829814,0.23409558,0.066301473,0.2295983
144,0.46647825,-0.33642375,0.41450914,0.70365632,0.53542706,0.23236733,-0.18008047,0.044885075,-0.44864539,-0.24588766,0.12729626,-0.030767912,0.48174038
145,0.38945201,-0.27927457,0.30725418,0.58200844,0.33956829,0.17598232,-0.24087601,0.19735385,-0.36824573,0.010005148,0.15824793,-0.033190503,0.11982834
146,0.38712787,-0.21137597,0.03209325,0.51989165,0.32459247,0.25191134,-0.11045957,-0.075870562,-0.2664948,0.14044117,0.19231042,-0.064935533,-0.15791993
147,0.21130474,0.044728051,-0.011490829,0.61687403,0.25417489,0.028288065,-0.36216904,0.18317761,-0.14785331,-0.11500138,0.047602302,0.26359128,0.16290785
148,0.057415677,0.24902519,0.1004449,0.56684526,0.16054196,0.31418748,-0.092953961,0.017603879,-0.16229753,-0.095069181,-0.022048109,0.49177876,-0.22323941
149,0.052065784,0.18968652,0.29913921,0.45560124,0.33440217,0.37450664,-0.042388252,0.14117003,-0.40413522,-0.12596692,0.044097734,0.4727386,-0.39889582
150,0.26656323,-0.67828974,-0.1176546,0.33983081,0.29836294,-0.0024427383,-0.1935955,-0.16337159,-0.1538055,0.067828652,-0.64077264,0.14330528,-0.20514992
151,0.39352016,-0.73421784,0.0056667795,0.38046028,0.42307537,-0.054573395,-0.081602462,-0.34813802,-0.34559168,-0.04487397,-0.21171655,-0.23627001,-0.15441992
152,0.14832909,-0.54919409,0.049068803,0.34061988,0.33256994,-0.11203517,-0.37586732,0.092753004,-0.47020895,-0.062448668,-0.15299027,-0.24834258,-0.14793367
153,0.19580991,-0.42972993,0.20257815,0.36970827,0.41792301,-0.067520101,-0.30796616,0.08821012,-0.51954915,-0.17784418,-0.084729178,-0.42134981,-0.20845667
154,0.36717518,-0.60753083,0.34786283,0.42432782,0.12523494,0.18575691,-0.38080921,0.098897016,-0.5939492,-0.29679586,-0.32754345,-0.24150836,0.077557488
155,0.29539431,-0.63611895,0.45337954,0.43934215,0.039479938,0.039912308,-0.60237715,0.30159262,-0.61718983,-0.093058292,-0.46772541,-0.10292251,0.091513098
156,-0.17648159,-0.1728287,0.14293764,0.56412186,0.22209186,-0.16137026,-0.56639003,0.35029274,-0.35036635,-0.17580926,-0.047729068,-0.038134311,-0.028742135
157,-0.16491998,-0.20098043,-0.040781127,0.56318763,0.12024824,-0.020979194,-0.37607579,0.18302852,-0.17124085,-0.15482875,-0.067001274,-0.035500504,-0.006408421
158,-0.12036407,-0.20041485,0.10504067,0.43242252,0.088757139,0.039436209,-0.41355921,0.10649872,-0.39656574,-0.38171746,-0.13721254,-0.034946868,0.075912557
